allcode,0to12,13to18,19to25,26to40,41to60,61to90,,code,0to12,13to18,19to25,26to40,41to60,61to90,,age0to12,age13to18,age19to25,age26to40,age41to60,age61to90
E02005346,1974,723,1754,3366,2625,1610,,,,,,,,,,,,,,,
E02005347,900,455,5090,1497,1421,1293,,,,,,,,,,,,,,,
E02005348,592,384,605,989,1611,1654,,,,,,,,,,,,,,,
E02005349,1041,456,543,1350,1950,1812,,,,,,,,,,,,,,,
E02005350,864,398,514,1198,1875,1668,,,,,,,,,,,,,,,
E02005351,833,842,5751,1174,1257,1218,,,,,,,,,,,,,,,
E02005352,961,514,333,824,2079,1754,,,,,,,,,,,,,,,
E02005353,1576,768,1364,2080,2292,1755,,,,,,,,,,,,,,,
E02005354,1290,645,888,1364,2689,2522,,,,,,,,,,,,,,,
E02005355,1100,468,473,1296,1916,1728,,,,,,,,,,,,,,,
E02005356,933,458,425,1069,2103,1803,,,,,,,,,,,,,,,
E02005357,1214,472,681,1549,2060,1496,,,,,,,,,,,,,,,
E02005358,1758,747,788,1971,3245,2275,,,,,,,,,,,,,,,
E02005359,725,416,461,774,1766,1727,,,,,,,,,,,,,,,
E02005360,789,705,349,744,1937,1938,,,,,,,,,,,,,,,
E02005361,914,470,621,1289,1972,1425,,,,,,,,,,,,,,,
E02005362,1065,420,614,1314,1842,1618,,,,,,,,,,,,,,,
E02005363,1173,521,635,1443,2070,2130,,,,,,,,,,,,,,,
E02005364,806,490,470,897,1605,1189,,,,,,,,,,,,,,,
E02005365,1406,666,889,1866,2787,2431,,,,,,,,,,,,,,,
E02005366,952,459,489,1179,1885,1776,,,,,,,,,,,,,,,
E07000131,13009,6676,5684,13247,26999,22393,,,,,,,,,,,,,,,
E02005368,874,476,311,732,2141,1738,,,,,,,,,,,,,,,
E02005369,1657,784,629,1626,3075,2875,,,,,,,,,,,,,,,
E02005370,1533,767,612,1506,2820,1729,,,,,,,,,,,,,,,
E02005371,1458,792,655,1315,3338,2495,,,,,,,,,,,,,,,
E02005372,1327,706,554,1092,3270,2623,,,,,,,,,,,,,,,
E02005373,1441,657,630,1710,3143,2676,,,,,,,,,,,,,,,
E02005374,922,570,538,1200,1756,1638,,,,,,,,,,,,,,,
E02005375,1493,634,580,1696,2522,2038,,,,,,,,,,,,,,,
E02005376,1379,699,684,1403,2823,2486,,,,,,,,,,,,,,,
E02006816,925,591,491,967,2111,2095,,,,,,,,,,,,,,,
E07000132,15307,7291,7630,18460,31190,27844,,,,,,,,,,,,,,,
E02005377,1180,533,518,1232,2416,2341,,,,,,,,,,,,,,,
E02005378,751,353,411,896,1553,1313,,,,,,,,,,,,,,,
E02005379,922,430,413,966,1744,1616,,,,,,,,,,,,,,,
E02005380,1101,614,517,1134,2620,2514,,,,,,,,,,,,,,,
E02005381,1075,512,523,1130,2448,2513,,,,,,,,,,,,,,,
E02005382,1605,726,827,2102,2777,2518,,,,,,,,,,,,,,,
E02005383,1373,600,772,1732,2594,2119,,,,,,,,,,,,,,,
E02005384,964,565,403,944,2214,1821,,,,,,,,,,,,,,,
E02005385,692,386,395,879,1851,1775,,,,,,,,,,,,,,,
E02005386,1252,601,796,2019,2379,1749,,,,,,,,,,,,,,,
E02005387,1608,617,765,2097,2663,1789,,,,,,,,,,,,,,,
E02005388,850,349,478,1178,1563,1353,,,,,,,,,,,,,,,
E02005389,749,391,307,854,1604,1926,,,,,,,,,,,,,,,
E02005390,1185,614,505,1297,2764,2497,,,,,,,,,,,,,,,
E07000133,7334,3614,3580,7887,15389,13165,,,,,,,,,,,,,,,
E02005391,1346,757,519,1134,3263,2618,,,,,,,,,,,,,,,
E02005392,1257,668,672,1472,2583,2298,,,,,,,,,,,,,,,
E02005393,933,467,481,1020,2304,1893,,,,,,,,,,,,,,,
E02005394,1669,676,857,1966,2392,2114,,,,,,,,,,,,,,,
E02005395,1277,605,705,1546,2617,2222,,,,,,,,,,,,,,,
E02005396,852,441,346,749,2230,2020,,,,,,,,,,,,,,,
E07000134,14340,6839,7205,16202,28056,23240,,,,,,,,,,,,,,,
E02005397,1209,590,568,1477,2642,2125,,,,,,,,,,,,,,,
E02005398,772,360,767,957,1742,1650,,,,,,,,,,,,,,,
E02005399,1118,537,518,1270,1851,1476,,,,,,,,,,,,,,,
E02005400,741,299,364,819,1688,1737,,,,,,,,,,,,,,,
E02005401,847,413,298,765,1877,1612,,,,,,,,,,,,,,,
E02005402,916,493,328,870,1779,1810,,,,,,,,,,,,,,,
E02005403,920,427,534,1210,1962,1885,,,,,,,,,,,,,,,
E02005404,1150,597,532,1100,2465,1845,,,,,,,,,,,,,,,
E02005405,983,587,468,1009,1833,1845,,,,,,,,,,,,,,,
E02005406,1389,578,792,1861,2137,1287,,,,,,,,,,,,,,,
E02005407,1430,659,640,1714,2622,1687,,,,,,,,,,,,,,,
E02005408,1175,561,557,1254,2261,1806,,,,,,,,,,,,,,,
E02005409,1690,738,839,1896,3197,2475,,,,,,,,,,,,,,,
E07000135,7827,4286,5420,9098,15100,14197,,,,,,,,,,,,,,,
E02005412,1065,595,550,1290,2225,2494,,,,,,,,,,,,,,,
E02005414,1147,531,590,1338,2036,2127,,,,,,,,,,,,,,,
E02005415,1209,466,611,1483,2008,1722,,,,,,,,,,,,,,,
E02005416,1073,560,587,1240,2531,2540,,,,,,,,,,,,,,,
E02006818,1169,571,561,1364,2256,2283,,,,,,,,,,,,,,,
E02006911,2164,1563,2521,2383,4044,3031,,,,,,,,,,,,,,,
E07000136,9938,4366,5217,12575,17332,17030,,,,,,,,,,,,,,,
E02005417,770,485,446,929,2252,2346,,,,,,,,,,,,,,,
E02005418,1898,745,1012,2611,2448,1845,,,,,,,,,,,,,,,
E02005419,1326,511,1062,2288,2189,1358,,,,,,,,,,,,,,,
E02005420,1378,568,654,1759,2027,2065,,,,,,,,,,,,,,,
E02005422,864,418,390,852,1660,1924,,,,,,,,,,,,,,,
E02005423,1478,613,629,1556,2569,2856,,,,,,,,,,,,,,,
E02006864,1169,535,485,1235,2238,2400,,,,,,,,,,,,,,,
E02006865,1055,491,539,1345,1949,2236,,,,,,,,,,,,,,,
E07000137,16721,8779,8789,17897,37753,47684,,,,,,,,,,,,,,,
E02005424,1180,645,604,1118,3056,3341,,,,,,,,,,,,,,,
E02005425,758,419,327,766,1873,2084,,,,,,,,,,,,,,,
E02005426,1564,719,729,1471,2680,2710,,,,,,,,,,,,,,,
E02005427,935,412,578,1176,1865,1921,,,,,,,,,,,,,,,
E02005428,784,501,449,856,2017,3270,,,,,,,,,,,,,,,
E02005429,514,271,266,441,1461,3547,,,,,,,,,,,,,,,
E02005430,719,488,356,769,2081,2580,,,,,,,,,,,,,,,
E02005431,933,604,537,919,2359,3029,,,,,,,,,,,,,,,
E02005432,721,459,361,761,2353,2790,,,,,,,,,,,,,,,
E02005433,593,308,458,785,1728,3145,,,,,,,,,,,,,,,
E02005434,873,491,452,1050,1960,2270,,,,,,,,,,,,,,,
E02005435,906,435,486,984,1937,2607,,,,,,,,,,,,,,,
E02005436,997,486,484,1096,2108,2720,,,,,,,,,,,,,,,
E02005437,798,404,491,1057,1637,1530,,,,,,,,,,,,,,,
E02005438,878,483,389,932,1712,2135,,,,,,,,,,,,,,,
E02005439,1813,719,1062,2077,2751,3410,,,,,,,,,,,,,,,
E02005440,728,391,282,661,1541,1756,,,,,,,,,,,,,,,
E02005441,1027,544,478,978,2634,2839,,,,,,,,,,,,,,,
E07000138,13264,6029,16828,19752,22277,18052,,,,,,,,,,,,,,,
E02005442,997,406,631,1191,1541,1223,,,,,,,,,,,,,,,
E02005443,1077,404,655,1503,1736,1635,,,,,,,,,,,,,,,
E02005444,1414,643,2128,2854,2853,2617,,,,,,,,,,,,,,,
E02005445,2025,874,1978,2944,2621,1538,,,,,,,,,,,,,,,
E02005446,455,420,4734,1239,1132,932,,,,,,,,,,,,,,,
E02005447,895,330,1686,1848,1417,912,,,,,,,,,,,,,,,
E02005448,1474,484,774,1636,1712,1167,,,,,,,,,,,,,,,
E02005449,883,607,2071,1500,1788,1392,,,,,,,,,,,,,,,
E02005450,1125,508,579,1566,2303,2346,,,,,,,,,,,,,,,
E02005451,1367,571,803,1697,1976,1315,,,,,,,,,,,,,,,
E02005452,1552,782,789,1774,3198,2975,,,,,,,,,,,,,,,
E07000139,15357,8003,7285,17932,31770,30699,,,,,,,,,,,,,,,
E02005453,1228,786,641,1466,3281,3247,,,,,,,,,,,,,,,
E02005455,1889,971,775,2360,3825,3155,,,,,,,,,,,,,,,
E02005456,1557,599,778,2138,2448,2494,,,,,,,,,,,,,,,
E02005457,1152,584,431,1162,2435,2500,,,,,,,,,,,,,,,
E02005458,874,492,353,803,2009,2119,,,,,,,,,,,,,,,
E02005459,1198,596,487,1117,2396,2490,,,,,,,,,,,,,,,
E02005460,1136,392,552,1558,1720,1247,,,,,,,,,,,,,,,
E02005461,664,440,302,585,1925,2337,,,,,,,,,,,,,,,
E02005462,1436,662,827,1732,2539,2178,,,,,,,,,,,,,,,
E02005463,1368,818,662,1593,2761,1866,,,,,,,,,,,,,,,
E02005464,987,577,466,1003,2491,2765,,,,,,,,,,,,,,,
E02006866,1029,573,615,1387,1826,1817,,,,,,,,,,,,,,,
E02006867,839,513,396,1028,2114,2484,,,,,,,,,,,,,,,
E07000140,12262,6154,6190,14953,24661,26199,,,,,,,,,,,,,,,
E02005465,985,609,532,1130,2468,2731,,,,,,,,,,,,,,,
E02005466,805,489,405,767,1945,2173,,,,,,,,,,,,,,,
E02005467,961,483,470,1194,1857,2348,,,,,,,,,,,,,,,
E02005468,966,547,423,931,2225,2351,,,,,,,,,,,,,,,
E02005469,1052,541,440,1275,2239,2122,,,,,,,,,,,,,,,
E02005470,1606,732,1003,2526,2814,2619,,,,,,,,,,,,,,,
E02005471,1414,585,772,1904,2318,2412,,,,,,,,,,,,,,,
E02005472,1307,584,658,1378,2488,3270,,,,,,,,,,,,,,,
E02005473,1518,654,737,2075,2469,2293,,,,,,,,,,,,,,,
E02005474,696,456,372,821,1993,2219,,,,,,,,,,,,,,,
E02005475,952,474,378,952,1845,1661,,,,,,,,,,,,,,,
E07000141,20035,10123,9223,22078,40243,36279,,,,,,,,,,,,,,,
E02005476,1021,554,315,843,2438,2058,,,,,,,,,,,,,,,
E02005477,1180,610,391,929,2685,3257,,,,,,,,,,,,,,,
E02005478,1488,721,751,1512,2743,2858,,,,,,,,,,,,,,,
E02005479,1057,675,646,1294,2547,2208,,,,,,,,,,,,,,,
E02005480,1597,680,694,1593,1798,1251,,,,,,,,,,,,,,,
E02005481,1846,760,1258,2749,3052,2155,,,,,,,,,,,,,,,
E02005482,1407,733,577,1481,3141,2560,,,,,,,,,,,,,,,
E02005483,1132,593,479,1027,2499,2310,,,,,,,,,,,,,,,
E02005484,1090,466,370,1023,2256,2001,,,,,,,,,,,,,,,
E02005485,821,481,407,870,1824,1844,,,,,,,,,,,,,,,
E02005486,1421,741,671,1715,2393,2284,,,,,,,,,,,,,,,
E02005487,1360,743,473,1099,3134,2544,,,,,,,,,,,,,,,
E02005488,820,428,440,847,2024,1846,,,,,,,,,,,,,,,
E02005489,1036,531,414,1215,2191,1728,,,,,,,,,,,,,,,
E02005490,1428,633,647,1967,2487,2351,,,,,,,,,,,,,,,
E02005491,1331,774,690,1914,3031,3024,,,,,,,,,,,,,,,
E07000142,12444,6794,6244,13054,27015,26236,,,,,,,,,,,,,,,
E02005492,1141,706,583,1136,3046,2854,,,,,,,,,,,,,,,
E02005493,1290,729,588,1257,2983,2764,,,,,,,,,,,,,,,
E02005494,1236,743,688,1365,2790,3021,,,,,,,,,,,,,,,
E02005495,1573,651,1041,1925,2722,2162,,,,,,,,,,,,,,,
E02005496,888,488,403,910,2126,1772,,,,,,,,,,,,,,,
E02005497,1423,616,725,1333,1770,1490,,,,,,,,,,,,,,,
E02005498,716,455,393,794,2232,2614,,,,,,,,,,,,,,,
E02005499,1117,761,475,990,2578,2175,,,,,,,,,,,,,,,
E02005500,999,490,452,1197,2112,1837,,,,,,,,,,,,,,,
E02005501,876,579,410,894,2138,2532,,,,,,,,,,,,,,,
E02005502,1185,576,486,1253,2518,3015,,,,,,,,,,,,,,,
E07000150,11709,4646,5390,14098,17827,11764,,,,,,,,,,,,,,,
E02005612,1169,501,542,1352,2107,1524,,,,,,,,,,,,,,,
E02005613,1467,658,727,1815,2513,1779,,,,,,,,,,,,,,,
E02005614,1299,497,595,1584,2295,1541,,,,,,,,,,,,,,,
E02005615,1295,540,690,1509,2368,2170,,,,,,,,,,,,,,,
E02005616,860,420,517,1110,1521,1010,,,,,,,,,,,,,,,
E02005617,2039,761,970,2252,2584,1703,,,,,,,,,,,,,,,
E02006862,990,456,490,1203,1907,1250,,,,,,,,,,,,,,,
E02006863,2590,813,859,3273,2532,787,,,,,,,,,,,,,,,
E07000151,11790,5733,5394,12188,24504,19427,,,,,,,,,,,,,,,
E02005619,801,476,328,715,2051,1633,,,,,,,,,,,,,,,
E02005620,1312,713,541,1035,2702,1839,,,,,,,,,,,,,,,
E02005621,905,531,499,1232,2560,2272,,,,,,,,,,,,,,,
E02005622,1280,661,509,1111,2984,2282,,,,,,,,,,,,,,,
E02005623,988,600,526,960,2496,2457,,,,,,,,,,,,,,,
E02005624,1666,726,761,1909,2890,1586,,,,,,,,,,,,,,,
E02005625,1493,577,792,1774,2358,2389,,,,,,,,,,,,,,,
E02005626,1335,495,632,1382,1818,1091,,,,,,,,,,,,,,,
E02005627,973,423,372,1068,2090,1920,,,,,,,,,,,,,,,
E02005628,1037,531,434,1002,2555,1958,,,,,,,,,,,,,,,
E07000152,13580,7108,5848,14532,25991,21813,,,,,,,,,,,,,,,
E02005629,874,416,307,804,1913,1759,,,,,,,,,,,,,,,
E02005630,1269,1512,469,1109,2881,2696,,,,,,,,,,,,,,,
E02005631,1597,783,624,1570,3174,2329,,,,,,,,,,,,,,,
E02005632,883,429,317,834,1924,1811,,,,,,,,,,,,,,,
E02005633,1138,649,612,1402,2511,2238,,,,,,,,,,,,,,,
E02005634,1474,595,702,1640,2560,1861,,,,,,,,,,,,,,,
E02005635,1524,637,540,1621,2592,2047,,,,,,,,,,,,,,,
E02005636,1990,865,818,2194,3156,2726,,,,,,,,,,,,,,,
E02005637,1360,511,788,1847,2294,1840,,,,,,,,,,,,,,,
E02005638,1471,711,671,1511,2986,2506,,,,,,,,,,,,,,,
E07000153,16273,6760,7178,18440,26743,21551,,,,,,,,,,,,,,,
E02005639,671,356,232,622,1743,1673,,,,,,,,,,,,,,,
E02005640,1875,780,828,2137,3055,2589,,,,,,,,,,,,,,,
E02005641,1224,537,579,1383,2158,1962,,,,,,,,,,,,,,,
E02005642,1393,603,560,1494,2478,1858,,,,,,,,,,,,,,,
E02005643,1692,663,784,1749,2066,1383,,,,,,,,,,,,,,,
E02005644,1654,516,995,2557,2057,1042,,,,,,,,,,,,,,,
E02005645,1871,698,898,2500,2854,2598,,,,,,,,,,,,,,,
E02005646,985,456,345,1023,1793,1884,,,,,,,,,,,,,,,
E02005647,1234,526,522,1368,2079,1601,,,,,,,,,,,,,,,
E02005648,1029,600,498,996,2190,1964,,,,,,,,,,,,,,,
E02005649,2645,1025,937,2611,4270,2997,,,,,,,,,,,,,,,
E07000154,38274,14873,20961,49388,55769,40230,,,,,,,,,,,,,,,
E02005650,861,553,1747,970,1535,1482,,,,,,,,,,,,,,,
E02005651,714,383,453,904,1836,2044,,,,,,,,,,,,,,,
E02005652,746,329,442,907,1586,1851,,,,,,,,,,,,,,,
E02005653,2022,699,722,1942,2054,1093,,,,,,,,,,,,,,,
E02005654,1941,631,738,1942,2074,1090,,,,,,,,,,,,,,,
E02005655,761,339,368,919,1582,1849,,,,,,,,,,,,,,,
E02005656,1369,534,516,1350,1445,960,,,,,,,,,,,,,,,
E02005657,799,366,493,1116,1663,1619,,,,,,,,,,,,,,,
E02005658,1284,476,918,1452,1378,820,,,,,,,,,,,,,,,
E02005659,823,385,295,904,1444,1512,,,,,,,,,,,,,,,
E02005660,1202,484,414,1137,1456,1194,,,,,,,,,,,,,,,
E02005661,1460,579,590,1464,1747,975,,,,,,,,,,,,,,,
E02005662,1106,392,618,1478,1824,1473,,,,,,,,,,,,,,,
E02005663,851,355,381,1098,1605,1275,,,,,,,,,,,,,,,
E02005664,820,361,764,1527,1376,1152,,,,,,,,,,,,,,,
E02005665,1217,522,577,1559,2158,1502,,,,,,,,,,,,,,,
E02005666,2061,655,742,2053,1832,1053,,,,,,,,,,,,,,,
E02005667,1118,355,447,1264,1728,1634,,,,,,,,,,,,,,,
E02005668,935,357,378,1094,1686,1846,,,,,,,,,,,,,,,
E02005669,764,462,350,776,1808,1676,,,,,,,,,,,,,,,
E02005670,1458,565,1462,2843,1792,796,,,,,,,,,,,,,,,
E02005671,1147,402,855,2355,1827,957,,,,,,,,,,,,,,,
E02005672,1207,368,1548,2781,1567,538,,,,,,,,,,,,,,,
E02005673,1252,324,652,1978,1765,1387,,,,,,,,,,,,,,,
E02005674,910,339,964,2321,1751,1181,,,,,,,,,,,,,,,
E02005675,1363,446,444,1394,1466,793,,,,,,,,,,,,,,,
E02005676,1214,444,452,1355,1541,1017,,,,,,,,,,,,,,,
E02005677,1421,453,750,2381,2030,1357,,,,,,,,,,,,,,,
E02005678,2102,704,701,2567,2747,1723,,,,,,,,,,,,,,,
E02005679,1484,633,678,1974,2689,1278,,,,,,,,,,,,,,,
E02005680,1862,978,502,1583,2777,1103,,,,,,,,,,,,,,,
E07000155,13519,6517,5562,13703,27303,21560,,,,,,,,,,,,,,,
E02005681,1158,631,532,1034,2521,2413,,,,,,,,,,,,,,,
E02005682,885,497,341,744,2077,1928,,,,,,,,,,,,,,,
E02005683,2477,983,949,2572,3968,2928,,,,,,,,,,,,,,,
E02005684,1152,578,484,1200,2748,2168,,,,,,,,,,,,,,,
E02005685,1288,634,512,1501,2465,1905,,,,,,,,,,,,,,,
E02005686,1052,552,428,941,2470,2203,,,,,,,,,,,,,,,
E02005687,1014,470,337,866,2142,1509,,,,,,,,,,,,,,,
E02005688,1443,616,518,1558,2708,2030,,,,,,,,,,,,,,,
E02005689,1262,698,519,1190,2510,1523,,,,,,,,,,,,,,,
E02005690,827,387,477,1114,1640,1262,,,,,,,,,,,,,,,
E02005691,961,471,465,983,2054,1691,,,,,,,,,,,,,,,
E07000156,12841,5604,5227,13979,21180,17615,,,,,,,,,,,,,,,
E02005692,882,455,394,959,1960,1950,,,,,,,,,,,,,,,
E02005693,1698,742,580,1668,2139,1630,,,,,,,,,,,,,,,
E02005694,1078,594,472,1259,2367,1797,,,,,,,,,,,,,,,
E02005695,1380,479,800,2172,1959,1218,,,,,,,,,,,,,,,
E02005696,1330,460,465,1205,1369,1137,,,,,,,,,,,,,,,
E02005697,870,347,578,1355,1592,1572,,,,,,,,,,,,,,,
E02005698,1004,440,371,988,1542,1391,,,,,,,,,,,,,,,
E02005699,1721,693,517,1474,2195,1288,,,,,,,,,,,,,,,
E02005700,1222,594,487,1205,2734,2632,,,,,,,,,,,,,,,
E02005701,1656,800,563,1694,3323,3000,,,,,,,,,,,,,,,
E07000170,18924,8666,10085,21893,34703,28237,,,,,,,,,,,,,,,
E02005819,842,408,479,873,1797,1695,,,,,,,,,,,,,,,
E02005820,707,377,392,927,1681,1628,,,,,,,,,,,,,,,
E02005821,1097,451,579,1281,1728,1410,,,,,,,,,,,,,,,
E02005822,1774,788,1032,2204,2675,1615,,,,,,,,,,,,,,,
E02005823,1342,601,677,1312,2000,1760,,,,,,,,,,,,,,,
E02005824,1470,686,733,1772,3071,2228,,,,,,,,,,,,,,,
E02005825,1320,586,672,1348,2249,1918,,,,,,,,,,,,,,,
E02005826,1100,423,549,1185,1584,1253,,,,,,,,,,,,,,,
E02005827,1336,688,645,1601,2704,1874,,,,,,,,,,,,,,,
E02005828,969,461,532,1227,2136,2000,,,,,,,,,,,,,,,
E02005829,956,488,470,1039,1954,1791,,,,,,,,,,,,,,,
E02005830,725,422,450,867,1837,1735,,,,,,,,,,,,,,,
E02005831,1466,611,794,1834,2657,1945,,,,,,,,,,,,,,,
E02005832,1549,573,857,1929,2408,1760,,,,,,,,,,,,,,,
E02005833,1044,581,622,1136,2223,1915,,,,,,,,,,,,,,,
E02005834,1227,522,602,1358,1999,1710,,,,,,,,,,,,,,,
E07000171,16050,8208,8750,18486,33369,29280,,,,,,,,,,,,,,,
E02005835,1476,736,779,1563,2877,2576,,,,,,,,,,,,,,,
E02005836,1157,605,489,1125,2817,2858,,,,,,,,,,,,,,,
E02005837,859,453,678,1400,2404,2116,,,,,,,,,,,,,,,
E02005838,1098,536,640,1208,2260,2366,,,,,,,,,,,,,,,
E02005839,755,477,432,890,1769,1953,,,,,,,,,,,,,,,
E02005840,1530,788,742,1690,2876,1575,,,,,,,,,,,,,,,
E02005842,1235,543,723,1416,2470,2227,,,,,,,,,,,,,,,
E02005843,1079,522,572,1197,2051,1128,,,,,,,,,,,,,,,
E02005844,1198,562,632,1470,2190,1903,,,,,,,,,,,,,,,
E02005846,1279,437,685,1544,1614,1133,,,,,,,,,,,,,,,
E02005847,936,445,543,1222,1998,1692,,,,,,,,,,,,,,,
E02005848,861,653,462,842,2022,1846,,,,,,,,,,,,,,,
E02005849,1164,751,540,1277,2891,2594,,,,,,,,,,,,,,,
E02006903,1423,700,833,1642,3130,3313,,,,,,,,,,,,,,,
E07000172,15701,7115,9375,20826,31026,27737,,,,,,,,,,,,,,,
E02005850,878,421,506,1086,2002,2055,,,,,,,,,,,,,,,
E02005851,993,376,468,1117,1646,1429,,,,,,,,,,,,,,,
E02005852,1008,485,559,1286,2333,2529,,,,,,,,,,,,,,,
E02005853,1220,648,629,1468,2866,2354,,,,,,,,,,,,,,,
E02005856,942,447,367,1057,2056,2432,,,,,,,,,,,,,,,
E02005857,1113,420,510,1188,1676,1361,,,,,,,,,,,,,,,
E02005858,1133,452,1037,1771,1927,1442,,,,,,,,,,,,,,,
E02005859,1436,685,691,1659,2613,2076,,,,,,,,,,,,,,,
E02005860,992,315,1531,2340,1694,1744,,,,,,,,,,,,,,,
E02005861,765,293,576,1461,1491,1129,,,,,,,,,,,,,,,
E02005862,1201,495,628,1641,2037,1940,,,,,,,,,,,,,,,
E02005863,1059,471,450,1280,2170,2216,,,,,,,,,,,,,,,
E02005864,1249,714,551,1398,2652,1792,,,,,,,,,,,,,,,
E02006906,1712,893,872,2074,3863,3238,,,,,,,,,,,,,,,
E07000173,16681,8025,8826,20331,32971,28804,,,,,,,,,,,,,,,
E02005865,988,485,468,1057,2385,2601,,,,,,,,,,,,,,,
E02005866,1186,621,611,1433,2600,2556,,,,,,,,,,,,,,,
E02005868,975,489,511,1084,1934,1803,,,,,,,,,,,,,,,
E02005869,1121,501,546,1139,1552,1293,,,,,,,,,,,,,,,
E02005870,1062,503,615,1441,1712,1368,,,,,,,,,,,,,,,
E02005871,880,465,530,1149,2109,2010,,,,,,,,,,,,,,,
E02005872,800,413,290,749,1768,1959,,,,,,,,,,,,,,,
E02005873,1329,732,639,1429,2992,2906,,,,,,,,,,,,,,,
E02005874,1214,555,577,1570,2580,2073,,,,,,,,,,,,,,,
E02005875,1134,575,582,1336,2048,1757,,,,,,,,,,,,,,,
E02005876,1308,707,677,1456,2573,2274,,,,,,,,,,,,,,,
E02005877,1125,517,632,1637,2096,1589,,,,,,,,,,,,,,,
E02005878,1327,642,781,1741,2787,2215,,,,,,,,,,,,,,,
E02005879,1297,414,851,1924,1997,1117,,,,,,,,,,,,,,,
E02006835,935,406,516,1186,1838,1283,,,,,,,,,,,,,,,
E07000174,16011,6983,8772,19935,29783,24409,,,,,,,,,,,,,,,
E02005880,990,470,510,1053,1716,1515,,,,,,,,,,,,,,,
E02005881,808,399,478,951,1710,1433,,,,,,,,,,,,,,,
E02005882,989,507,553,1206,2344,2202,,,,,,,,,,,,,,,
E02005883,1340,557,707,1681,2112,1667,,,,,,,,,,,,,,,
E02005884,796,368,507,1010,1873,1421,,,,,,,,,,,,,,,
E02005885,1188,516,611,1344,2295,2222,,,,,,,,,,,,,,,
E02005886,1589,737,864,1837,3107,2429,,,,,,,,,,,,,,,
E02005887,1588,534,1101,2379,2261,1723,,,,,,,,,,,,,,,
E02005888,1522,555,785,1959,2170,1432,,,,,,,,,,,,,,,
E02005889,1459,667,814,1817,2898,2368,,,,,,,,,,,,,,,
E02005890,869,438,470,1083,2077,1747,,,,,,,,,,,,,,,
E02005891,1116,547,640,1219,1826,1232,,,,,,,,,,,,,,,
E02005892,1757,688,732,2396,3394,3018,,,,,,,,,,,,,,,
E07000175,17153,8189,9063,18982,33997,30374,,,,,,,,,,,,,,,
E02005893,1554,746,924,1681,2959,2425,,,,,,,,,,,,,,,
E02005894,1598,744,762,1716,2938,2494,,,,,,,,,,,,,,,
E02005895,929,572,457,871,2579,2573,,,,,,,,,,,,,,,
E02005896,918,462,318,884,2168,2581,,,,,,,,,,,,,,,
E02005897,1260,725,571,1146,2786,2510,,,,,,,,,,,,,,,
E02005898,1677,786,960,1975,3321,2289,,,,,,,,,,,,,,,
E02005899,1768,635,1221,2669,2912,2070,,,,,,,,,,,,,,,
E02005900,916,650,686,740,1908,2406,,,,,,,,,,,,,,,
E02005901,1650,596,809,1874,2604,1920,,,,,,,,,,,,,,,
E02005902,1353,557,710,1352,2260,2117,,,,,,,,,,,,,,,
E02005903,1422,689,723,1570,2759,2745,,,,,,,,,,,,,,,
E02005904,1366,592,522,1413,2667,2305,,,,,,,,,,,,,,,
E02005905,742,435,400,1091,2136,1939,,,,,,,,,,,,,,,
E07000176,16858,7884,8908,18935,32769,28316,,,,,,,,,,,,,,,
E02005906,843,483,368,887,2445,2098,,,,,,,,,,,,,,,
E02005907,1628,657,624,1888,2591,2308,,,,,,,,,,,,,,,
E02005908,1356,606,429,1434,2542,2922,,,,,,,,,,,,,,,
E02005909,1541,559,747,1689,2457,1385,,,,,,,,,,,,,,,
E02005910,1276,532,1825,2304,2038,1281,,,,,,,,,,,,,,,
E02005911,1529,715,531,1696,2695,1651,,,,,,,,,,,,,,,
E02005912,1388,662,655,1496,2591,1977,,,,,,,,,,,,,,,
E02005913,1125,527,414,948,2110,1887,,,,,,,,,,,,,,,
E02005914,1171,531,580,1358,2084,1578,,,,,,,,,,,,,,,
E02005915,742,355,305,724,1858,1711,,,,,,,,,,,,,,,
E02005916,1133,442,412,1436,2075,1823,,,,,,,,,,,,,,,
E02005917,642,452,255,521,1809,2153,,,,,,,,,,,,,,,
E02005918,575,348,321,716,1423,1651,,,,,,,,,,,,,,,
E02005919,965,496,1037,985,1824,1566,,,,,,,,,,,,,,,
E02005920,944,519,405,853,2227,2325,,,,,,,,,,,,,,,
E06000019,25510,12714,13409,30095,52297,53135,,,,,,,,,,,,,,,
E02002905,759,421,354,716,1879,2127,,,,,,,,,,,,,,,
E02002906,943,364,457,1031,1393,1658,,,,,,,,,,,,,,,
E02002907,800,376,489,1068,1567,1743,,,,,,,,,,,,,,,
E02002908,1040,636,491,972,2527,2984,,,,,,,,,,,,,,,
E02002909,1251,683,695,1456,3027,3327,,,,,,,,,,,,,,,
E02002910,1014,503,479,1001,2324,2775,,,,,,,,,,,,,,,
E02002911,1356,681,558,1511,2671,2845,,,,,,,,,,,,,,,
E02002912,1006,524,520,1095,2251,1870,,,,,,,,,,,,,,,
E02002913,649,393,276,570,1737,2083,,,,,,,,,,,,,,,
E02002914,1273,536,724,1885,2499,2109,,,,,,,,,,,,,,,
E02002915,897,500,550,1117,1907,2165,,,,,,,,,,,,,,,
E02002916,1374,673,1023,2317,2535,1821,,,,,,,,,,,,,,,
E02002917,983,500,602,1509,1862,1546,,,,,,,,,,,,,,,
E02002918,784,456,409,767,1711,1792,,,,,,,,,,,,,,,
