allcode,0to12,13to18,19to25,26to40,41to60,61to90,,code,0to12,13to18,19to25,26to40,41to60,61to90,,age0to12,age13to18,age19to25,age26to40,age41to60,age61to90
E02003845,1582,559,868,1961,2146,1400,,E02000055,1814,621,1925,3280,2289,1810,,0.41599504,0.408114558,0.40321035,0.381599023,0.411857458,0.498017184
E02003846,1225,495,600,1334,1699,1355,,E02000056,1697,604,564,1796,2349,2031,,0.379727216,0.394590294,0.077144226,0.155172414,0.430778934,0.571050892
E02003847,1232,761,686,1411,3229,2228,,E02000057,1748,489,881,2145,1339,1116,,0.395536268,0.303102625,0.153090561,0.208422338,0.112267424,0.268671514
E02003848,802,426,445,863,1441,1149,,E02000058,1961,710,851,2566,2440,2135,,0.461562306,0.478918059,0.14590321,0.272657919,0.459476506,0.605419696
E02003849,1290,527,690,1497,1787,1402,,E02000059,1967,656,1108,3339,2760,1575,,0.463422195,0.435958632,0.207474844,0.39060116,0.560391044,0.420356907
E02003876,869,360,414,950,1586,1389,,E02000060,2857,903,1066,2970,2039,1805,,0.739305642,0.632458234,0.197412554,0.334299664,0.333017975,0.496364838
E02003850,720,377,407,852,1493,1419,,E02000061,1252,435,775,2463,1976,1551,,0.241785493,0.260143198,0.127695256,0.256942325,0.313150426,0.412425644
E02003851,758,414,384,835,1812,1515,,E02000062,1171,533,728,1764,1570,784,,0.216676999,0.338106603,0.116435074,0.150289899,0.185115106,0.158955717
E02003877,1128,680,487,1194,2950,2832,,E02000063,1237,545,651,2045,1827,1089,,0.237135772,0.347653142,0.097987542,0.19316448,0.266162094,0.259748843
E02003852,823,467,510,1019,2090,1749,,E02000064,1030,450,686,1912,1394,996,,0.172969622,0.272076372,0.106372784,0.172871529,0.12961211,0.229015202
E02003878,1051,534,508,1170,2429,2331,,E02000065,2135,735,734,1906,2228,655,,0.51549907,0.498806683,0.117872544,0.171956057,0.392620624,0.116325182
E02003879,1081,401,582,1513,1739,1107,,E02000066,2196,871,971,2187,2646,1355,,0.534407936,0.607000796,0.174652611,0.214830638,0.52444024,0.347653668
E02003880,954,479,462,969,1801,1748,,E02000067,2005,735,880,2242,2315,1324,,0.475201488,0.498806683,0.152850982,0.22322246,0.420056764,0.337409121
E02003881,891,409,431,1328,1821,1181,,E02000068,1773,591,738,1944,1827,933,,0.403285803,0.38424821,0.118830858,0.177754043,0.266162094,0.208195638
E02003882,1576,700,771,1740,2678,1971,,E02000069,1067,483,536,1146,1613,1367,,0.184438934,0.298329356,0.070436033,0.055996338,0.198675497,0.351619299
E02003794,1260,664,516,1339,2639,2215,,E02000070,1139,586,698,1366,2289,1929,,0.206757595,0.380270485,0.109247724,0.089563625,0.411857458,0.537343027
E02003883,1569,847,562,1492,3282,2137,,E02000071,1234,631,721,1409,2176,1330,,0.236205828,0.416070008,0.114758026,0.096124504,0.376222012,0.339391937
E02003884,951,506,378,915,2311,2668,,E02000072,2683,1077,1175,2434,2795,1339,,0.685368878,0.770883055,0.223526593,0.252517547,0.571428571,0.34236616
E02003795,736,372,425,844,1462,1754,,E02000073,1662,918,873,1779,3096,2489,,0.368877867,0.644391408,0.151173934,0.152578578,0.666351309,0.722405816
E02003885,803,341,330,791,1717,1642,,E02000074,1409,638,673,1579,2088,1490,,0.290452573,0.421638823,0.103258265,0.122062862,0.348470514,0.392267019
E02003796,1086,493,490,1192,1967,2076,,E02000075,1121,547,662,1288,2342,2233,,0.201177929,0.349244232,0.100622904,0.077662496,0.428571429,0.637805684
E02003797,1423,639,885,1846,2747,2363,,E02000077,1376,626,740,1552,2251,1664,,0.280223187,0.412092283,0.119310014,0.117943241,0.399873857,0.449768672
E02003798,1140,475,521,1167,1611,1129,,E02000078,1173,594,628,1559,2120,1748,,0.217296962,0.386634845,0.09247724,0.119011291,0.358561968,0.47752809
E02003800,836,476,320,725,1910,2042,,E02000079,1284,543,706,1662,2141,1955,,0.251704898,0.346062053,0.111164351,0.134726884,0.365184484,0.545935228
E02003799,1216,490,671,1319,1932,1545,,E02000080,1432,731,1033,1803,2679,2062,,0.297582145,0.495624503,0.189506469,0.156240464,0.534847051,0.58129544
E02003801,1145,473,417,1270,1989,1777,,E02000081,1133,557,624,1243,2109,1923,,0.204897706,0.357199682,0.091518927,0.07079646,0.355093031,0.535360212
E02003802,804,233,1164,2655,1852,1601,,E02000082,1337,728,844,1729,2620,1878,,0.268133912,0.493237868,0.144226162,0.144949649,0.516240933,0.520489095
E02003803,472,415,4036,1916,1510,1372,,E02000083,1925,860,910,2337,2851,1859,,0.450402976,0.598249801,0.160038333,0.237717424,0.589088616,0.514210178
E02003886,1239,522,630,1260,1820,1232,,E02000084,1649,773,917,1966,3119,2566,,0.364848109,0.529037391,0.161715381,0.181110772,0.673604541,0.74785195
E02003804,928,339,596,1700,1747,1416,,E02000085,1349,622,790,1532,2187,1636,,0.271853689,0.408910103,0.131288931,0.114891669,0.379690949,0.440515532
E02003887,941,464,451,1112,1930,1301,,E02000086,1062,583,661,1279,2198,1633,,0.182889027,0.37788385,0.100383325,0.076289289,0.383159886,0.439524124
E02003888,902,462,551,1145,1826,1281,,E02000087,1057,556,587,1225,2202,2084,,0.18133912,0.356404137,0.082654528,0.068050046,0.384421318,0.588565763
E02003805,817,495,327,706,1845,1958,,E02000088,1068,585,712,1365,2185,1849,,0.184748915,0.37947494,0.112601821,0.089411047,0.379060233,0.510905486
E02003889,1151,440,525,1007,1367,1156,,E02000089,1186,619,667,1237,2328,1944,,0.22132672,0.406523469,0.101820795,0.069880989,0.424156418,0.542300066
E02003806,944,447,350,1025,1866,1647,,E02000090,1236,494,948,1965,2164,2251,,0.23682579,0.30708035,0.16914231,0.180958193,0.372437717,0.643754131
E02003890,943,425,514,988,1731,1219,,E02000091,1379,725,973,1689,2598,2645,,0.281153131,0.490851233,0.175131768,0.138846506,0.509303059,0.773959022
E02003807,974,481,471,1348,2226,2676,,E02000092,1227,542,533,1303,1697,1351,,0.234035958,0.345266508,0.069717298,0.079951175,0.225165563,0.346331791
E02003808,1136,477,563,1354,1791,1149,,E02006785,1010,477,627,1231,1786,1471,,0.166769994,0.293556086,0.092237662,0.068965517,0.253232419,0.385988103
E02003891,780,388,298,612,1751,1924,,E02000093,1864,780,915,2851,2665,1944,,0.43149411,0.534606205,0.161236224,0.316142814,0.53043204,0.542300066
E02003809,1036,569,418,990,2305,2273,,E02000094,1517,665,804,2154,2180,1362,,0.323930564,0.443118536,0.134643028,0.209795545,0.377483444,0.349966953
E02003810,1007,569,449,993,2477,2558,,E02000095,1655,657,897,2573,2405,1911,,0.366707998,0.436754177,0.156923814,0.273725969,0.448438978,0.53139458
E06000006,20686,9022,10608,23560,35111,27367,,E02000096,1058,462,628,1666,1765,1871,,0.181649101,0.281622912,0.09247724,0.135337199,0.246609902,0.51817581
E02002574,1074,487,522,1355,2228,1967,,E02000097,1553,692,792,2054,2332,1595,,0.335089895,0.46459825,0.131768088,0.194537687,0.425417849,0.426966292
E02002575,1476,764,788,1696,3319,1748,,E02000098,1544,602,761,2025,1984,1452,,0.332300062,0.392999204,0.12434116,0.190112908,0.315673289,0.379709187
E02002576,1108,479,572,1388,1971,1739,,E02000099,1668,614,808,2399,2059,1207,,0.370737756,0.402545744,0.135601342,0.247177296,0.339325134,0.298744217
E02002577,1293,551,687,1393,1918,1703,,E02000100,1080,659,1452,1984,2088,1636,,0.188468692,0.438345267,0.289889794,0.183857186,0.348470514,0.440515532
E02002578,1273,621,665,1406,2346,1735,,E02000101,1876,711,802,2526,2272,1510,,0.435213887,0.479713604,0.134163872,0.266554776,0.406496373,0.398876404
E02002579,1407,552,721,1477,2083,1610,,E02000102,1640,714,659,1804,1917,1017,,0.362058277,0.482100239,0.099904169,0.156393042,0.294544308,0.235955056
E02002580,1375,483,811,1732,1858,1291,,E02000103,1698,699,825,2054,2236,1380,,0.380037198,0.470167064,0.139674173,0.194537687,0.395143488,0.3559154
E02002581,958,413,614,1262,1991,2021,,E02000104,1155,428,570,1729,1636,1385,,0.211717297,0.254574383,0.078581696,0.144949649,0.205928729,0.357567746
E02002582,1359,612,515,1326,2969,1488,,E02000105,1764,690,781,2773,2294,1319,,0.40049597,0.46300716,0.129132726,0.304241684,0.413434248,0.335756775
E02002583,1241,554,594,1354,1780,1441,,E02000106,2090,747,1069,2893,2579,1349,,0.501549907,0.508353222,0.198131289,0.322551114,0.503311258,0.345670853
E02002584,1146,571,644,1311,2024,1644,,E02000107,1678,607,1261,3767,2569,1360,,0.37383757,0.396976929,0.244130331,0.455904791,0.500157679,0.349306015
E02002585,1689,622,1034,2352,2844,2033,,E02000108,1229,481,538,1888,1580,1046,,0.234655921,0.296738266,0.070915189,0.169209643,0.188268685,0.245538665
E02002586,1886,893,891,1781,2371,1919,,E02000109,1817,686,1182,3171,2399,1426,,0.416924985,0.45982498,0.225203642,0.364967958,0.446546831,0.371116986
E02002587,1293,514,526,1316,1717,1299,,E02000110,1174,469,935,2669,1924,1229,,0.217606944,0.287191726,0.166027791,0.288373512,0.296751813,0.306014541
E02002588,1367,552,649,1438,1842,1680,,E02000111,1893,708,810,3091,2625,1504,,0.440483571,0.477326969,0.136080498,0.352761672,0.517817723,0.396893589
E02002589,741,354,375,973,1850,2049,,E02000112,1436,655,860,2794,2479,1439,,0.298822071,0.435163087,0.148059415,0.307445835,0.471775465,0.375413087
E06000007,32081,14876,16199,38959,59252,45061,,E02000113,2204,1061,885,1887,2485,1153,,0.536887787,0.758154336,0.154048874,0.169057064,0.473667613,0.280898876
E02002590,811,496,646,1237,2298,1759,,E02000114,1325,473,1197,3338,1988,1030,,0.264414135,0.290373906,0.228797317,0.390448581,0.316934721,0.240251157
E02002591,887,496,387,876,1963,1876,,E02000115,1052,299,974,3039,1886,1186,,0.179789213,0.151949085,0.175371346,0.344827586,0.284768212,0.291804362
E02002592,863,420,452,999,1938,1764,,E02000116,1629,614,943,2735,2142,863,,0.358648481,0.402545744,0.167944418,0.298443699,0.365499842,0.185062789
E02002593,718,304,413,917,1561,1242,,E02000117,2521,1049,1136,2693,3192,1547,,0.635151891,0.748607796,0.214183038,0.292035398,0.69662567,0.411103767
E02002594,851,399,467,1047,1643,1006,,E02000118,1722,783,924,2808,2686,1303,,0.387476751,0.53699284,0.163392429,0.309581935,0.537054557,0.330469266
E02002595,1681,641,847,1744,1971,1206,,E02000119,1767,805,740,1612,1936,914,,0.401425914,0.554494829,0.119310014,0.127097955,0.300536108,0.201916722
E02002596,1046,545,818,1360,2407,2172,,E02000120,1308,327,850,3511,2152,1148,,0.259144451,0.174224344,0.145663632,0.416844675,0.368653422,0.27924653
E02002597,1878,766,787,1890,2234,1653,,E02000121,1689,651,918,2921,2296,1380,,0.377247365,0.431980907,0.161954959,0.326823314,0.414064964,0.3559154
E02002598,1554,727,702,1977,2797,917,,E02000122,1324,492,663,2035,2081,1392,,0.264104154,0.30548926,0.100862482,0.191638694,0.346263009,0.359881031
E02002599,1908,935,807,2150,3593,1817,,E02000123,2995,1144,1463,4167,4154,1553,,0.782083075,0.824184566,0.292525156,0.516936222,1,0.413086583
E02002600,1453,664,813,1928,2534,1830,,E02000124,1597,457,858,3477,2664,1216,,0.348729076,0.277645187,0.147580259,0.411657003,0.530116682,0.30171844
E02002601,1101,538,625,1386,2355,2175,,E02000125,1743,520,881,3297,2815,1519,,0.393986361,0.327764519,0.153090561,0.384192859,0.57773573,0.401850628
E02002602,1629,522,800,1946,1813,982,,E02000126,1473,553,641,1850,1938,864,,0.310291383,0.354017502,0.095591759,0.163411657,0.301166824,0.185393258
E02002603,871,530,498,995,2196,1959,,E02000127,1751,683,733,1993,2252,1584,,0.396466212,0.457438345,0.117632966,0.185230394,0.400189215,0.42333113
E02002604,1005,576,460,1119,2341,2132,,E02000128,1271,505,546,1503,2119,1529,,0.247675139,0.315831344,0.072831816,0.11046689,0.35824661,0.405155321
E02002605,1563,720,658,1888,2599,1904,,E02000130,1405,581,583,2125,2341,1362,,0.289212647,0.376292761,0.081696215,0.205370766,0.428256071,0.349966953
E02002606,1708,559,1219,3281,2504,1515,,E02000131,1548,433,726,3612,2490,885,,0.333539988,0.258552108,0.115955918,0.432255111,0.475244402,0.192333113
E02002607,1547,496,1082,2765,2554,2229,,E02000132,1278,333,596,3254,2164,1767,,0.249845009,0.178997613,0.084810733,0.37763198,0.372437717,0.483807006
E02002608,991,549,533,1150,2305,2753,,E02000133,1621,638,564,1922,3086,2641,,0.35616863,0.421638823,0.077144226,0.174397315,0.663197729,0.772637145
E02002609,1456,626,850,2102,2179,1420,,E02000134,2008,538,768,3370,2876,1893,,0.476131432,0.342084328,0.126018208,0.395331096,0.596972564,0.525446134
E02002610,2212,986,623,2010,3849,3132,,E02000135,1832,738,1011,2673,2690,1202,,0.421574706,0.501193317,0.184235745,0.288983827,0.538315989,0.29709187
E02002611,1210,607,438,1140,2519,2040,,E02000136,854,546,457,852,1569,1503,,0.118412895,0.348448687,0.051509344,0.011138236,0.184799748,0.39656312
E02002612,1451,714,534,1599,2766,2325,,E02000137,1221,421,493,1894,2194,1959,,0.232176069,0.249005569,0.060134164,0.170125114,0.381898455,0.547257105
E02002613,937,501,433,953,2200,1486,,E02000138,941,378,433,2103,2129,2305,,0.145381277,0.214797136,0.045759463,0.202014037,0.361400189,0.661599471
E02002614,750,559,307,500,2133,1767,,E02000139,1361,363,496,2058,2211,1113,,0.275573466,0.202863962,0.060852899,0.195148001,0.38725954,0.267680106
E07000026,12769,6573,6815,14651,28228,27435,,E02000140,1729,750,771,1586,2041,1326,,0.389646621,0.510739857,0.126736943,0.123130912,0.333648691,0.338070059
E02003965,1348,838,799,1425,3161,3350,,E02000141,1278,472,515,1945,2047,1046,,0.249845009,0.289578361,0.065404887,0.177906622,0.335540839,0.245538665
E02003966,777,488,382,802,2253,2294,,E02000142,1394,599,547,1719,2464,1876,,0.285802852,0.39061257,0.073071394,0.143423863,0.467045096,0.519828156
E02003967,1096,587,593,1192,2515,2364,,E02000144,1577,513,624,2429,2399,1626,,0.342529448,0.322195704,0.091518927,0.251754654,0.446546831,0.437210839
E02003968,1112,597,626,1384,2473,2532,,E02000145,1879,657,744,1790,2039,1390,,0.436143831,0.436754177,0.120268328,0.154256942,0.333017975,0.359220093
E02003969,1088,489,562,1203,1727,1649,,E02000146,1549,560,590,2259,2412,1713,,0.333849969,0.359586317,0.083373263,0.225816295,0.450646484,0.465961666
E02003970,1014,552,428,1066,2471,2292,,E02000147,1228,694,507,1103,2442,2093,,0.234345939,0.46618934,0.063488261,0.049435459,0.460107222,0.591539987
E02003971,1005,540,486,1069,2427,2490,,E02000148,1043,445,414,1006,1908,1731,,0.17699938,0.268098648,0.041207475,0.034635337,0.291706086,0.471910112
E02003972,1300,598,724,1603,2687,2284,,E02000149,1378,615,572,1521,2206,1573,,0.280843149,0.403341289,0.079060853,0.113213305,0.38568275,0.419695968
E02003973,1375,603,788,1724,2377,1891,,E02000150,1333,851,695,1310,2776,1674,,0.266893986,0.591089897,0.108528989,0.081019225,0.565436771,0.453073364
E02003974,1185,488,641,1332,2161,2069,,E02000151,1236,458,460,1213,2175,2063,,0.23682579,0.278440732,0.052228079,0.066219103,0.375906654,0.581625909
E02003975,775,371,373,944,1968,1948,,E02000152,1404,595,592,1372,1946,1292,,0.288902666,0.38743039,0.08385242,0.090479097,0.303689688,0.326834104
E02003976,694,422,413,907,2008,2272,,E02000153,1327,725,531,1102,2396,1829,,0.265034098,0.490851233,0.069238141,0.049282881,0.445600757,0.5042961
E07000027,9571,4824,5402,11188,19313,17350,,E02000154,1213,560,627,1517,2384,1915,,0.229696218,0.359586317,0.092237662,0.112602991,0.441816462,0.532716457
E02003977,830,531,504,944,1905,1555,,E02000155,897,444,486,1037,2058,2059,,0.131742095,0.267303103,0.058457115,0.039365273,0.339009776,0.580304032
E02003978,768,448,400,914,1780,1531,,E02000156,1775,995,911,1664,3646,3329,,0.403905766,0.705648369,0.160277911,0.135032042,0.839798171,1
E02003979,704,464,396,785,2190,2916,,E02000157,1189,663,479,1072,2399,2324,,0.222256665,0.441527446,0.056780067,0.044705523,0.446546831,0.667878387
E02003980,1090,505,604,1238,1834,1388,,E02000158,1391,608,512,1258,1977,1927,,0.284872908,0.397772474,0.064686152,0.073085139,0.313465784,0.536682089
E02003981,974,526,550,1173,1995,1452,,E02000159,957,574,470,842,2113,1991,,0.15034098,0.370723946,0.054623862,0.00961245,0.356354462,0.557832122
E02003982,1128,537,487,1169,2307,2031,,E02000160,1191,727,599,1049,2502,1909,,0.222876627,0.492442323,0.085529468,0.041196216,0.479028698,0.530733642
E02003983,1185,607,726,1357,2089,1489,,E02000161,1398,619,498,1544,2472,2011,,0.287042777,0.406523469,0.061332056,0.116722612,0.46956796,0.564441507
E02003984,1172,444,707,1343,1662,1368,,E02000162,1060,532,439,1030,1884,2050,,0.182269064,0.337311058,0.047196933,0.038297223,0.284137496,0.577329808
E02003985,892,405,481,1076,1769,1976,,E02000163,1203,526,465,1202,2272,2073,,0.226596404,0.332537788,0.05342597,0.064540738,0.406496373,0.584930601
E02003986,828,357,547,1189,1782,1644,,E02000165,1148,560,542,1286,2133,1430,,0.209547427,0.359586317,0.071873503,0.077357339,0.362661621,0.372438863
E07000028,15420,6820,9541,18605,30510,27126,,E02006782,1296,601,553,1416,2140,1702,,0.255424675,0.39220366,0.074508864,0.097192554,0.364869126,0.462326504
E02003987,754,352,440,831,1936,1754,,E02006787,1582,498,477,1623,2332,1409,,0.344079355,0.31026253,0.05630091,0.12877632,0.425417849,0.365499009
E02003988,911,486,417,892,2106,1991,,E02006789,904,463,397,899,1793,2010,,0.133911965,0.282418457,0.037134643,0.018309429,0.255439924,0.564111038
E02003989,1105,484,543,1249,2098,2086,,E02000194,1540,518,646,2799,2507,1224,,0.331060136,0.326173429,0.09678965,0.308208727,0.480605487,0.304362194
E02003990,1383,615,645,1484,2943,2735,,E02000195,1522,711,783,2044,2711,1779,,0.325480471,0.479713604,0.129611883,0.193011901,0.544938505,0.487772637
E02003991,974,499,506,1133,2331,2237,,E02000196,1183,606,826,1743,2020,1345,,0.220396776,0.396181384,0.139913752,0.147085749,0.327026175,0.344348976
E02003992,899,486,1471,1594,2280,1739,,E02000197,1839,688,785,2305,2324,1470,,0.423744575,0.46141607,0.13009104,0.23283491,0.422894986,0.385657634
E02003993,998,565,421,1023,2785,2721,,E02000198,1816,738,705,1840,2384,982,,0.416615003,0.501193317,0.110924772,0.161885871,0.441816462,0.224388632
E02003994,1039,401,792,1461,1943,1723,,E02000199,1676,755,792,1655,2551,1082,,0.373217607,0.514717582,0.131768088,0.133658834,0.494481236,0.257435558
E02003995,1600,577,804,1946,2518,2287,,E02000200,1554,578,685,2142,2564,1193,,0.335399876,0.373906126,0.106133206,0.207964602,0.498580889,0.294117647
E02003996,1415,530,1508,2384,2625,1559,,E02000201,2028,586,843,2215,2340,970,,0.48233106,0.380270485,0.143986584,0.219102838,0.427940713,0.220423001
E02003997,1915,666,859,2038,2406,1897,,E02000202,1557,682,754,1799,2350,1373,,0.33632982,0.4566428,0.122664111,0.15563015,0.431094292,0.353602115
E02003998,1239,518,611,1225,1753,1514,,E02000203,1546,607,674,1881,2057,1083,,0.332920025,0.396976929,0.103497844,0.168141593,0.338694418,0.257766028
E02003999,1188,641,524,1345,2786,2883,,E02000204,1858,828,915,2032,2483,1453,,0.429634222,0.572792363,0.161236224,0.191180958,0.473036897,0.380039656
E07000029,9518,4580,5263,11405,20699,18367,,E02000206,2114,700,840,2405,2523,1190,,0.508989461,0.470962609,0.143267849,0.248092768,0.485651214,0.293126239
E02004000,721,357,392,919,1552,1396,,E02000207,1840,847,890,2016,2642,1016,,0.424054557,0.587907717,0.155246766,0.188739701,0.523178808,0.235624587
E02004001,584,326,396,941,1682,1527,,E02000208,2417,902,936,2767,2417,986,,0.602913825,0.631662689,0.166267369,0.303326213,0.452223273,0.225710509
E02004002,1484,689,730,1680,3064,2487,,E02000209,1951,799,751,1972,2280,899,,0.458462492,0.549721559,0.121945376,0.182026244,0.409019237,0.196959683
E02004003,1578,815,996,1923,3672,2941,,E02000210,1589,623,684,2099,2387,1020,,0.346249225,0.409705648,0.105893627,0.201403723,0.442762535,0.236946464
E02004004,1681,589,861,1799,2581,2112,,E02000211,1062,577,679,1393,2352,2079,,0.182889027,0.373110581,0.104695736,0.093683247,0.431725008,0.586913417
E02004005,1150,557,592,1342,2324,2071,,E02000212,2092,783,765,2203,2212,813,,0.50216987,0.53699284,0.125299473,0.217271895,0.387574898,0.168539326
E02004006,1054,618,490,1114,2828,2825,,E02000213,2100,704,942,2841,2326,946,,0.504649721,0.474144789,0.167704839,0.314617028,0.423525702,0.212491738
E02004007,1266,629,806,1687,2996,3008,,E02000214,947,493,566,1166,1958,1350,,0.147241166,0.306284805,0.077623383,0.05904791,0.307473983,0.346001322
E07000030,6507,3498,3620,7231,15679,16095,,E02000215,1772,527,938,3522,2514,1502,,0.402975821,0.333333333,0.166746526,0.418523039,0.482812993,0.39623265
E02004008,779,394,425,750,2097,1954,,E02000216,1205,292,340,1943,1426,1590,,0.227216367,0.14638027,0.023478678,0.177601465,0.139703564,0.425313946
E02004009,701,485,443,689,1970,1756,,E02000217,2311,657,994,3502,2484,1031,,0.570055797,0.436754177,0.180162913,0.415471468,0.473352255,0.240581626
E02004010,1079,444,736,1466,1917,1712,,E02000218,1426,614,611,1161,1796,1162,,0.295722257,0.402545744,0.088404408,0.058285017,0.256385998,0.2838731
E02004011,1171,605,685,1325,2785,3192,,E02000219,877,586,624,970,2363,2278,,0.125542467,0.380270485,0.091518927,0.029142508,0.435193945,0.652676801
E02004012,641,351,313,730,1705,1948,,E02000220,1876,369,1083,3999,2228,1283,,0.435213887,0.207637232,0.201485386,0.491303021,0.392620624,0.323859881
E02004013,1191,703,551,1276,2955,3073,,E02000221,2153,962,915,2382,2700,1465,,0.521078735,0.679395386,0.161236224,0.24458346,0.541469568,0.384005288
E02004014,945,516,467,995,2250,2460,,E02000222,1397,436,613,2493,2048,1288,,0.286732796,0.260938743,0.088883565,0.261519683,0.335856197,0.325512227
E07000031,12191,6808,6014,14204,30243,33811,,E02000223,2309,868,847,1575,1839,923,,0.569435834,0.604614161,0.144944897,0.121452548,0.269946389,0.204890945
E02004015,573,372,428,920,1735,2244,,E02000224,1453,453,573,2318,2005,1153,,0.304091754,0.274463007,0.079300431,0.234818431,0.322295806,0.280898876
E02004016,1078,544,486,1285,2416,2542,,E02000225,1394,785,704,1322,2137,1277,,0.285802852,0.53858393,0.110685194,0.082850168,0.363923053,0.321877065
E02004017,1095,560,590,1460,2479,2227,,E02000226,916,660,660,1096,2338,2044,,0.137631742,0.439140811,0.100143747,0.048367409,0.427309997,0.575346993
E02004018,1203,583,606,1615,2379,1834,,E02000227,1902,796,984,2331,3195,2408,,0.443273404,0.547334924,0.17776713,0.236801953,0.697571744,0.695637806
E02004019,978,604,446,1013,2460,2586,,E02000228,1091,564,484,1167,2261,2226,,0.191878487,0.362768496,0.057977959,0.059200488,0.403027436,0.635492399
E02004020,1191,501,504,1282,2459,2386,,E02000229,1422,554,592,1187,1669,1088,,0.294482331,0.354813047,0.08385242,0.06225206,0.216335541,0.259418374
E02004021,515,280,249,631,1702,1903,,E02000230,1538,707,767,2313,2796,2160,,0.330440174,0.476531424,0.12577863,0.234055539,0.571743929,0.613681428
E02004022,550,304,314,644,1785,1911,,E02000231,986,681,626,1105,2459,1906,,0.15933044,0.455847255,0.091998083,0.049740616,0.465468307,0.529742234
E02004023,622,665,288,658,1621,2116,,E02000232,903,516,469,974,1839,1629,,0.133601984,0.324582339,0.054384284,0.029752823,0.269946389,0.438202247
E02004024,836,459,352,766,2188,2610,,E02000233,1142,475,398,1460,1690,1173,,0.207687539,0.291964996,0.037374221,0.103906012,0.222958057,0.287508262
E02004025,921,572,367,904,2209,3066,,E02000234,1411,663,605,1648,2344,1734,,0.291072536,0.441527446,0.086966938,0.132590784,0.429202144,0.47290152
E02004026,1085,532,538,1399,2394,2197,,E02000235,1075,610,490,1222,2240,1512,,0.186918785,0.399363564,0.059415429,0.06759231,0.39640492,0.399537343
E02004027,681,378,414,706,2118,3486,,E02000236,1293,626,527,1371,2337,1648,,0.25449473,0.412092283,0.068279828,0.090326518,0.426994639,0.444481163
E02004028,863,454,432,921,2298,2703,,E02000237,1107,538,512,1130,2224,2151,,0.19683819,0.342084328,0.064686152,0.053555081,0.391359193,0.610707204
E08000001,47961,21592,24435,53328,74439,58684,,E02006788,1627,717,664,1524,2192,933,,0.358028518,0.484486874,0.10110206,0.113671041,0.381267739,0.208195638
E02000984,1065,610,530,1201,2434,1909,,E02000238,1920,737,744,2626,2388,1326,,0.448853069,0.500397772,0.120268328,0.281812634,0.443077893,0.338070059
E02000985,997,589,492,977,2207,2348,,E02000239,1451,629,701,2470,2263,1603,,0.303471792,0.414478918,0.109966459,0.258010375,0.403658152,0.429610046
E02000986,1223,588,715,1645,2393,2044,,E02000240,2260,799,766,2609,2544,1435,,0.554246745,0.549721559,0.125539051,0.279218798,0.492273731,0.37409121
E02000987,1003,519,622,1304,2034,1786,,E02000241,1154,472,588,1785,1683,1087,,0.211407316,0.289578361,0.082894106,0.153494049,0.220750552,0.259087905
E02000988,1479,697,830,1793,2224,1512,,E02000242,1237,555,582,1855,1723,1033,,0.237135772,0.355608592,0.081456636,0.16417455,0.233364869,0.241242564
E02000989,1025,495,447,1095,2322,2810,,E02000243,1520,547,676,2364,2136,1411,,0.324860508,0.349244232,0.103977,0.241837046,0.363607695,0.366159947
E02000990,1152,518,555,1471,2287,1759,,E02000244,1319,462,474,2137,1770,1218,,0.262554247,0.281622912,0.055582175,0.207201709,0.248186692,0.302379379
E02000991,1132,562,612,1407,2159,1712,,E02000245,1998,637,734,2062,2065,1027,,0.473031618,0.420843278,0.117872544,0.195758316,0.341217282,0.239259749
E02000992,817,397,407,1009,1692,1645,,E02000246,1901,853,717,1938,2194,1198,,0.442963422,0.592680986,0.113799713,0.176838572,0.381898455,0.295769993
E02000993,1444,611,764,1527,1785,1088,,E02000247,2276,774,779,2644,2396,1548,,0.559206448,0.529832936,0.12865357,0.284559048,0.445600757,0.411434237
E02000994,1755,639,714,1834,1849,1241,,E02000248,1201,415,646,2259,1719,1141,,0.225976441,0.244232299,0.09678965,0.225816295,0.232103437,0.276933245
E02000995,1402,647,586,1342,2227,1987,,E02000249,1445,569,660,1923,1884,1344,,0.301611903,0.366746221,0.100143747,0.174549893,0.284137496,0.344018506
E02000996,1670,665,712,1568,1948,1503,,E02000250,1177,387,368,1287,1834,1384,,0.218536888,0.221957041,0.030186871,0.077509918,0.268369599,0.357237277
E02000997,827,468,400,917,1726,1590,,E02000251,1346,584,688,1875,2093,1253,,0.270923745,0.378679395,0.106851941,0.167226121,0.350047304,0.313945803
E02000998,1760,677,1046,2092,2003,1326,,E02000252,1584,622,1550,3340,2205,1081,,0.344699318,0.408910103,0.313368471,0.390753738,0.385367392,0.257105089
E02000999,1259,561,996,1619,1806,1307,,E02000253,1963,820,695,2016,2411,1614,,0.462182269,0.566428003,0.108528989,0.188739701,0.450331126,0.433245208
E02001000,1386,566,997,1907,2323,1991,,E02000254,1514,675,757,2188,2265,1424,,0.32300062,0.451073986,0.123382846,0.214983216,0.404288868,0.370456048
E02001001,1453,757,817,1648,2150,1443,,E02000255,1678,694,691,2147,2500,1595,,0.37383757,0.46618934,0.107570676,0.208727495,0.478397982,0.426966292
E02001002,1710,670,773,1812,2569,2084,,E02000256,1283,527,737,2749,2288,1408,,0.251394916,0.333333333,0.118591279,0.300579799,0.4115421,0.365168539
E02001003,966,523,497,1040,2029,2212,,E02000257,1863,671,1154,4381,3224,2125,,0.431184129,0.447891806,0.218495448,0.549588038,0.706717124,0.602115003
